"ParkName","Region","State","Year","RecreationVisits"
"Glacier Bay NP & PRES","Alaska","AK","1983","92057"
"Glacier NP","Intermountain","MT","1983","2203847"
"Grand Canyon NP","Intermountain","AZ","1983","2248082"
"Grand Teton NP","Intermountain","WY","1983","1532035"
"Great Basin NP","Pacific West","NV","1983","30335"
"Great Sand Dunes NP & PRES","Intermountain","CO","1983","150177"
"Great Smoky Mountains NP","Southeast","TN","1983","8435475"
"Guadalupe Mountains NP","Intermountain","TX","1983","142736"
"Haleakala NP","Pacific West","HI","1983","864289"
"Hawaii Volcanoes NP","Pacific West","HI","1983","2247974"
"Hot Springs NP","Midwest","AR","1983","1160008"
"Indiana Dunes NP","Midwest","IN","1983","1510630"
"Isle Royale NP","Midwest","MI","1983","12928"
"Joshua Tree NP","Pacific West","CA","1983","671426"
"Katmai NP & PRES","Alaska","AK","1983","11182"
"Kenai Fjords NP","Alaska","AK","1983","24048"
"Kings Canyon NP","Pacific West","CA","1983","765755"
"Kobuk Valley NP","Alaska","AK","1983","2365"
"Lake Clark NP & PRES","Alaska","AK","1983","12332"
"Lassen Volcanic NP","Pacific West","CA","1983","429867"
"Mammoth Cave NP","Southeast","KY","1983","1498503"
"Mesa Verde NP","Intermountain","CO","1983","604115"
"Mount Rainier NP","Pacific West","WA","1983","1106306"
"North Cascades NP","Pacific West","WA","1983","858041"
"Olympic NP","Pacific West","WA","1983","2410722"
"Petrified Forest NP","Intermountain","AZ","1983","708512"
"Pinnacles NP","Pacific West","CA","1983","170631"
"Redwood NP","Pacific West","CA","1983","473711"
"Rocky Mountain NP","Intermountain","CO","1983","2599006"
"Saguaro NP","Intermountain","AZ","1983","634688"
"Sequoia NP","Pacific West","CA","1983","854233"
"Shenandoah NP","Northeast","VA","1983","1768378"
"Theodore Roosevelt NP","Midwest","ND","1983","415118"
"Virgin Islands NP","Southeast","VI","1983","676800"
"Voyageurs NP","Midwest","MN","1983","146454"
"White Sands NP","Intermountain","NM","1983","492902"
"Wind Cave NP","Midwest","SD","1983","503739"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1983","18760"
"Yellowstone NP","Intermountain","WY","1983","2347242"
"Yosemite NP","Pacific West","CA","1983","2457464"
"Zion NP","Intermountain","UT","1983","1273030"
"Acadia NP","Northeast","ME","1982","3572114"
"Arches NP","Intermountain","UT","1982","339415"
"Badlands NP","Midwest","SD","1982","1030484"
"Big Bend NP","Intermountain","TX","1982","180144"
"Biscayne NP","Southeast","FL","1982","348219"
"Black Canyon of the Gunnison NP","Intermountain","CO","1982","227428"
"Bryce Canyon NP","Intermountain","UT","1982","471517"
"Canyonlands NP","Intermountain","UT","1982","97079"
"Capitol Reef NP","Intermountain","UT","1982","289486"
"Carlsbad Caverns NP","Intermountain","NM","1982","781963"
"Channel Islands NP","Pacific West","CA","1982","172287"
"Crater Lake NP","Pacific West","OR","1982","435589"
"Cuyahoga Valley NP","Midwest","OH","1982","717815"
"Death Valley NP","Pacific West","CA","1982","679992"
"Denali NP & PRES","Alaska","AK","1982","321868"
"Dry Tortugas NP","Southeast","FL","1982","10700"
"Everglades NP","Southeast","FL","1982","550168"
"Gates of the Arctic NP & PRES","Alaska","AK","1982","1381"
"Gateway Arch NP","Midwest","MO","1982","2967323"
"Glacier Bay NP & PRES","Alaska","AK","1982","90354"
"Glacier NP","Intermountain","MT","1982","1666114"
"Grand Canyon NP","Intermountain","AZ","1982","2293127"
"Grand Teton NP","Intermountain","WY","1982","2534029"
"Great Basin NP","Pacific West","NV","1982","32264"
"Great Sand Dunes NP & PRES","Intermountain","CO","1982","175273"
"Great Smoky Mountains NP","Southeast","TN","1982","8177869"
"Guadalupe Mountains NP","Intermountain","TX","1982","140620"
"Haleakala NP","Pacific West","HI","1982","771762"
"Hawaii Volcanoes NP","Pacific West","HI","1982","1995397"
"Hot Springs NP","Midwest","AR","1982","1015580"
"Indiana Dunes NP","Midwest","IN","1982","1066573"
"Isle Royale NP","Midwest","MI","1982","13238"
"Joshua Tree NP","Pacific West","CA","1982","673201"
"Katmai NP & PRES","Alaska","AK","1982","14377"
"Kenai Fjords NP","Alaska","AK","1982","16118"
"Kings Canyon NP","Pacific West","CA","1982","831044"
"Kobuk Valley NP","Alaska","AK","1982","3775"
"Lake Clark NP & PRES","Alaska","AK","1982","10440"
"Lassen Volcanic NP","Pacific West","CA","1982","414859"
"Mammoth Cave NP","Southeast","KY","1982","1526676"
"Mesa Verde NP","Intermountain","CO","1982","602968"
"Mount Rainier NP","Pacific West","WA","1982","1007300"
"North Cascades NP","Pacific West","WA","1982","857016"
"Olympic NP","Pacific West","WA","1982","2478739"
"Petrified Forest NP","Intermountain","AZ","1982","710619"
"Pinnacles NP","Pacific West","CA","1982","171026"
"Redwood NP","Pacific West","CA","1982","467126"
"Rocky Mountain NP","Intermountain","CO","1982","2564116"
"Saguaro NP","Intermountain","AZ","1982","566807"
"Sequoia NP","Pacific West","CA","1982","1020500"
"Shenandoah NP","Northeast","VA","1982","1751972"
"Theodore Roosevelt NP","Midwest","ND","1982","677014"
"Virgin Islands NP","Southeast","VI","1982","673480"
"Voyageurs NP","Midwest","MN","1982","143724"
"White Sands NP","Intermountain","NM","1982","543581"
"Wind Cave NP","Midwest","SD","1982","467392"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1982","14871"
"Yellowstone NP","Intermountain","WY","1982","2368897"
"Yosemite NP","Pacific West","CA","1982","2415587"
"Zion NP","Intermountain","UT","1982","1246290"
"Acadia NP","Northeast","ME","1981","2997972"
"Arches NP","Intermountain","UT","1981","326508"
"Badlands NP","Midwest","SD","1981","1175952"
"Big Bend NP","Intermountain","TX","1981","167332"
"Biscayne NP","Southeast","FL","1981","305502"
"Black Canyon of the Gunnison NP","Intermountain","CO","1981","266604"
"Bryce Canyon NP","Intermountain","UT","1981","474092"
"Canyonlands NP","Intermountain","UT","1981","89915"
"Capitol Reef NP","Intermountain","UT","1981","397789"
"Carlsbad Caverns NP","Intermountain","NM","1981","771766"
"Channel Islands NP","Pacific West","CA","1981","87514"
"Crater Lake NP","Pacific West","OR","1981","503404"
"Cuyahoga Valley NP","Midwest","OH","1981","596300"
"Death Valley NP","Pacific West","CA","1981","630402"
"Denali NP & PRES","Alaska","AK","1981","256593"
"Dry Tortugas NP","Southeast","FL","1981","10150"
"Everglades NP","Southeast","FL","1981","564721"
"Gateway Arch NP","Midwest","MO","1981","2282261"
"Glacier Bay NP & PRES","Alaska","AK","1981","85071"
"Glacier NP","Intermountain","MT","1981","1786523"
"Grand Canyon NP","Intermountain","AZ","1981","2472270"
"Grand Teton NP","Intermountain","WY","1981","2643644"
"Great Basin NP","Pacific West","NV","1981","33367"
"Great Sand Dunes NP & PRES","Intermountain","CO","1981","172505"
"Great Smoky Mountains NP","Southeast","TN","1981","8312884"
"Guadalupe Mountains NP","Intermountain","TX","1981","142641"
"Haleakala NP","Pacific West","HI","1981","631684"
"Hawaii Volcanoes NP","Pacific West","HI","1981","1931852"
"Hot Springs NP","Midwest","AR","1981","1177911"
"Indiana Dunes NP","Midwest","IN","1981","1023436"
"Isle Royale NP","Midwest","MI","1981","14558"
"Joshua Tree NP","Pacific West","CA","1981","612966"
"Katmai NP & PRES","Alaska","AK","1981","13115"
"Kings Canyon NP","Pacific West","CA","1981","776850"
"Lassen Volcanic NP","Pacific West","CA","1981","415045"
"Mammoth Cave NP","Southeast","KY","1981","1404317"
"Mesa Verde NP","Intermountain","CO","1981","588608"
"Mount Rainier NP","Pacific West","WA","1981","1233671"
"North Cascades NP","Pacific West","WA","1981","829026"
"Olympic NP","Pacific West","WA","1981","2306032"
"Petrified Forest NP","Intermountain","AZ","1981","747832"
"Pinnacles NP","Pacific West","CA","1981","155205"
"Redwood NP","Pacific West","CA","1981","549461"
"Rocky Mountain NP","Intermountain","CO","1981","2911242"
"Saguaro NP","Intermountain","AZ","1981","470598"
"Sequoia NP","Pacific West","CA","1981","1083002"
"Shenandoah NP","Northeast","VA","1981","1819546"
"Theodore Roosevelt NP","Midwest","ND","1981","702873"
"Virgin Islands NP","Southeast","VI","1981","566528"
"Voyageurs NP","Midwest","MN","1981","257490"
"White Sands NP","Intermountain","NM","1981","556494"
"Wind Cave NP","Midwest","SD","1981","503424"
"Yellowstone NP","Intermountain","WY","1981","2521831"
"Yosemite NP","Pacific West","CA","1981","2516893"
"Zion NP","Intermountain","UT","1981","1288808"
"Acadia NP","Northeast","ME","1980","2779666"
"Arches NP","Intermountain","UT","1980","290519"
"Badlands NP","Midwest","SD","1980","952652"
"Big Bend NP","Intermountain","TX","1980","174008"
"Biscayne NP","Southeast","FL","1980","248071"
"Black Canyon of the Gunnison NP","Intermountain","CO","1980","336119"
"Bryce Canyon NP","Intermountain","UT","1980","571541"
"Canyonlands NP","Intermountain","UT","1980","56505"
"Capitol Reef NP","Intermountain","UT","1980","342788"
"Carlsbad Caverns NP","Intermountain","NM","1980","672963"
"Channel Islands NP","Pacific West","CA","1980","104574"
"Crater Lake NP","Pacific West","OR","1980","455143"
"Cuyahoga Valley NP","Midwest","OH","1980","563300"
"Death Valley NP","Pacific West","CA","1980","618140"
"Denali NP & PRES","Alaska","AK","1980","216361"
"Dry Tortugas NP","Southeast","FL","1980","8644"
"Everglades NP","Southeast","FL","1980","744244"
"Gateway Arch NP","Midwest","MO","1980","1928825"
"Glacier Bay NP & PRES","Alaska","AK","1980","95005"
"Glacier NP","Intermountain","MT","1980","1474578"
"Grand Canyon NP","Intermountain","AZ","1980","2304973"
"Grand Teton NP","Intermountain","WY","1980","2555627"
"Great Basin NP","Pacific West","NV","1980","33383"
"Great Sand Dunes NP & PRES","Intermountain","CO","1980","142427"
"Great Smoky Mountains NP","Southeast","TN","1980","8440953"
"Guadalupe Mountains NP","Intermountain","TX","1980","113825"
"Haleakala NP","Pacific West","HI","1980","560238"
"Hawaii Volcanoes NP","Pacific West","HI","1980","1692338"
"Hot Springs NP","Midwest","AR","1980","1160588"
"Indiana Dunes NP","Midwest","IN","1980","1222874"
"Isle Royale NP","Midwest","MI","1980","14977"
"Joshua Tree NP","Pacific West","CA","1980","545357"
"Katmai NP & PRES","Alaska","AK","1980","11824"
"Kings Canyon NP","Pacific West","CA","1980","819065"
"Lassen Volcanic NP","Pacific West","CA","1980","394425"
"Mammoth Cave NP","Southeast","KY","1980","1495787"
"Mesa Verde NP","Intermountain","CO","1980","539257"
"Mount Rainier NP","Pacific West","WA","1980","1268256"
"North Cascades NP","Pacific West","WA","1980","796079"
"Olympic NP","Pacific West","WA","1980","2032418"
"Petrified Forest NP","Intermountain","AZ","1980","683121"
"Pinnacles NP","Pacific West","CA","1980","163626"
"Redwood NP","Pacific West","CA","1980","471710"
"Rocky Mountain NP","Intermountain","CO","1980","2641937"
"Saguaro NP","Intermountain","AZ","1980","611317"
"Sequoia NP","Pacific West","CA","1980","862397"
"Shenandoah NP","Northeast","VA","1980","1699228"
"Theodore Roosevelt NP","Midwest","ND","1980","595734"
"Virgin Islands NP","Southeast","VI","1980","547918"
"Voyageurs NP","Midwest","MN","1980","266935"
"White Sands NP","Intermountain","NM","1980","511476"
"Wind Cave NP","Midwest","SD","1980","473061"
"Yellowstone NP","Intermountain","WY","1980","2000269"
"Yosemite NP","Pacific West","CA","1980","2490282"
"Zion NP","Intermountain","UT","1980","1123846"
"Acadia NP","Northeast","ME","1979","2787366"
"Arches NP","Intermountain","UT","1979","269840"
"Badlands NP","Midwest","SD","1979","858000"
"Big Bend NP","Intermountain","TX","1979","282941"
"Biscayne NP","Southeast","FL","1979","202938"
"Black Canyon of the Gunnison NP","Intermountain","CO","1979","234286"
"Bryce Canyon NP","Intermountain","UT","1979","558095"
"Canyonlands NP","Intermountain","UT","1979","74545"
"Capitol Reef NP","Intermountain","UT","1979","288860"
"Carlsbad Caverns NP","Intermountain","NM","1979","721647"
"Channel Islands NP","Pacific West","CA","1979","82937"
"Crater Lake NP","Pacific West","OR","1979","410749"
"Cuyahoga Valley NP","Midwest","OH","1979","543025"
"Death Valley NP","Pacific West","CA","1979","631152"
"Denali NP & PRES","Alaska","AK","1979","251105"
"Dry Tortugas NP","Southeast","FL","1979","9076"
"Everglades NP","Southeast","FL","1979","718102"
"Gateway Arch NP","Midwest","MO","1979","1859431"
"Glacier Bay NP & PRES","Alaska","AK","1979","91032"
"Glacier NP","Intermountain","MT","1979","1446086"
"Grand Canyon NP","Intermountain","AZ","1979","2131716"
"Grand Teton NP","Intermountain","WY","1979","2446171"
"Great Basin NP","Pacific West","NV","1979","29947"
"Great Sand Dunes NP & PRES","Intermountain","CO","1979","162546"
"Great Smoky Mountains NP","Southeast","TN","1979","8019788"
"Guadalupe Mountains NP","Intermountain","TX","1979","110478"
"Haleakala NP","Pacific West","HI","1979","673955"
"Hawaii Volcanoes NP","Pacific West","HI","1979","1632589"
"Hot Springs NP","Midwest","AR","1979","1118800"
"Indiana Dunes NP","Midwest","IN","1979","1606166"
"Isle Royale NP","Midwest","MI","1979","14782"
"Joshua Tree NP","Pacific West","CA","1979","590543"
"Katmai NP & PRES","Alaska","AK","1979","10659"
"Kings Canyon NP","Pacific West","CA","1979","804175"
"Lassen Volcanic NP","Pacific West","CA","1979","380014"
"Mammoth Cave NP","Southeast","KY","1979","1384910"
"Mesa Verde NP","Intermountain","CO","1979","473715"
"Mount Rainier NP","Pacific West","WA","1979","1516703"
"North Cascades NP","Pacific West","WA","1979","742997"
"Olympic NP","Pacific West","WA","1979","2078843"
"Petrified Forest NP","Intermountain","AZ","1979","671583"
"Pinnacles NP","Pacific West","CA","1979","153717"
"Redwood NP","Pacific West","CA","1979","413917"
"Rocky Mountain NP","Intermountain","CO","1979","2568530"
"Saguaro NP","Intermountain","AZ","1979","566486"
"Sequoia NP","Pacific West","CA","1979","799576"
"Shenandoah NP","Northeast","VA","1979","1521451"
"Theodore Roosevelt NP","Midwest","ND","1979","591646"
"Virgin Islands NP","Southeast","VI","1979","549732"
"Voyageurs NP","Midwest","MN","1979","195277"
"White Sands NP","Intermountain","NM","1979","580814"
"Wind Cave NP","Midwest","SD","1979","457443"
"Yellowstone NP","Intermountain","WY","1979","1892908"
"Yosemite NP","Pacific West","CA","1979","2350782"
"Zion NP","Intermountain","UT","1979","1040528"
